Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
2325-WINES,female,44,No,0,Littlerock,93543,34.505273,-117.955054,0,960,Offer B,Yes,14.21,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.05,0.5015175905225173,-0.24831296685183654,0,454.72,3871.57,Stayed,Other,Don't know
2325-ZUSFD,female,46,Yes,0,Irvine,92602,33.720359,-117.733655,1,1710,Offer B,Yes,36.65,No,Yes,DSL,7.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.1,0.7205983270661948,-0.24831296685183654,0,2089.05,6002.35,Churned,Dissatisfaction,Network reliability
2330-PQGDQ,male,36,Yes,3,Gualala,95445,38.848082,-123.50608,6,1530,Offer B,Yes,9.5,Yes,Yes,Fiber Optic,51.0,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,84.2,0.8911366504367337,4.77316667911079,0,484.5,4744.57,Stayed,Dissatisfaction,Network reliability
2332-EFBJY,male,35,No,0,Sherman Oaks,91403,34.147149,-118.463365,0,480,Offer D,Yes,5.74,No,No,Fiber Optic,51.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,19.7,-0.8552207929334377,-0.24831296685183654,0,91.84,434.24,Churned,Price,Long distance charges
2332-TODQS,female,44,No,0,Garden Grove,92845,33.782955,-118.026456,0,1440,Offer B,Yes,34.96,Yes,No,Fiber Optic,51.0,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,25.05,-0.48934338600753796,1.8245659797426144,0,1678.08,2833.2,Stayed,Price,Long distance charges
2333-KWEWW,male,64,No,0,Fresno,93721,36.732694,-119.783786,0,540,Offer B,Yes,26.26,No,No,Fiber Optic,51.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,20.05,-0.8348329794007197,-0.24831296685183654,0,472.68,861.28,Stayed,Price,Long distance charges
2335-GSODA,male,36,No,3,Camino,95709,38.748316,-120.675512,0,690,Offer B,No,26.26,No,Yes,DSL,26.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.1,-0.6277995872172848,-0.24831296685183654,0,0.0,857.75,Stayed,Price,Long distance charges
2338-BQEZT,female,38,No,0,San Carlos,94070,37.497915,-122.267361,0,1650,Offer B,Yes,3.62,No,Yes,DSL,17.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.55,0.24375737657315294,-0.24831296685183654,0,199.1,3031.85,Stayed,Price,Long distance charges
2342-CKIAO,female,39,No,0,Eagleville,96110,41.280341,-120.150381,0,60,Offer B,Yes,12.68,No,No,DSL,17.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,20.3,-0.9881387460947946,-0.24831296685183654,0,25.36,66.56,Joined,Price,Long distance charges
2344-JMOGN,male,54,Yes,0,Buttonwillow,93206,35.451402,-119.488413,1,270,Offer B,Yes,17.47,No,Yes,Fiber Optic,6.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.85,-0.6133030574651249,-0.24831296685183654,0,157.23,1047.83,Churned,Other,Don't know
2346-CZYIL,male,42,No,0,Beverly Hills,90211,34.063947,-118.383001,0,810,Offer C,Yes,39.77,No,No,Fiber Optic,6.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,20.35,-0.7717278422756398,-0.24831296685183654,0,1073.79,1605.39,Stayed,Other,Don't know
2346-DJQTB,female,54,No,0,Fairfax,94930,37.971751,-122.611873,0,1050,Offer C,No,39.77,No,Yes,DSL,21.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.15,-0.647768170818053,-0.24831296685183654,40,0.0,852.5,Stayed,Other,Don't know
2346-LOCWC,female,52,Yes,2,Arbuckle,95912,38.982373,-122.047751,10,1740,Offer C,Yes,25.86,No,No,DSL,21.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,-0.48056162216985204,4.423890373091212,0,1499.88,2654.36,Stayed,Other,Don't know
2347-WKKAE,male,52,Yes,0,Penryn,95663,38.859093,-121.182872,9,1260,Offer C,Yes,41.16,Yes,Yes,Fiber Optic,11.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,0.765301476652003,-0.24831296685183654,0,1728.72,5743.32,Stayed,Other,Don't know
2348-KCJLT,female,60,Yes,0,Los Alamitos,90720,33.79499,-118.065591,8,1320,Offer B,Yes,44.87,No,Yes,Cable,20.0,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,61.5,0.1949722513341489,-0.24831296685183654,150,1974.28,4846.48,Stayed,Other,Don't know
2351-BKRZW,female,30,Yes,1,Gilroy,95020,37.03889,-121.528955,10,1290,Offer B,Yes,29.98,No,Yes,Cable,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,75.2,0.4298072074258357,-0.24831296685183654,0,1289.14,4543.49,Stayed,Other,Don't know
2351-RRBUE,female,20,Yes,0,Tulelake,96134,41.813521,-121.492666,2,210,Offer E,Yes,41.64,No,No,Cable,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,-2.0,-0.9471645364300136,-0.24831296685183654,0,291.48,425.53,Stayed,Other,Don't know
2357-COQEK,female,79,No,0,Atherton,94027,37.454924,-122.203168,0,840,Offer E,Yes,28.14,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,0.26930833768883217,-0.24831296685183654,0,787.92,3678.57,Churned,Competitor,Competitor made better offer
2359-KLTEK,female,25,Yes,3,Lookout,96054,41.280478,-121.160249,2,1230,Offer E,Yes,43.19,No,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,0.691781785427959,-0.24831296685183654,0,1770.79,5618.79,Stayed,Competitor,Competitor made better offer
2359-KMGLI,male,52,No,0,Running Springs,92382,34.186211,-117.07683,0,720,Offer C,Yes,49.3,Yes,Yes,Fiber Optic,20.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,-0.18485006701239773,-0.24831296685183654,0,1183.2,3044.7,Churned,Competitor,Competitor had better devices
2359-QWQUL,female,35,Yes,0,Los Angeles,90058,34.001617,-118.222274,1,1170,Offer C,Yes,9.51,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.7,0.8183671601435475,-0.24831296685183654,0,370.89,4505.74,Churned,Competitor,Competitor made better offer
2360-RDGRO,male,48,Yes,0,Sutter,95982,39.172777,-121.805845,4,1950,Offer C,Yes,41.2,Yes,Yes,Fiber Optic,10.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2.000198403043381,-0.24831296685183654,0,2678.0,9490.95,Stayed,Competitor,Competitor made better offer
2361-FJWNO,male,55,No,0,Rancho Cucamonga,91737,34.245289,-117.642503,0,1200,Offer C,No,41.2,Yes,Yes,Cable,12.0,No,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,36.0,-0.39605369378207034,-0.24831296685183654,130,0.0,1512.9,Stayed,Competitor,Competitor made better offer
2361-UPSND,female,45,Yes,0,Herlong,96113,40.198234,-120.18089,6,1380,Offer C,Yes,44.75,No,Yes,DSL,27.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,0.41952504172643473,-0.24831296685183654,0,2058.5,5289.55,Stayed,Competitor,Competitor made better offer
2362-IBOOY,male,22,No,0,San Diego,92126,32.886925,-117.152162,0,1080,Offer C,Yes,43.97,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,0.3396948367898827,-0.24831296685183654,0,1582.92,4633.07,Churned,Competitor,Competitor made better offer
2363-BJLSL,male,49,No,0,Bonita,91902,32.67117,-117.00232,0,1860,Offer B,Yes,48.72,No,Yes,DSL,2.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,1.1918348353110648,-0.24831296685183654,0,3020.64,8001.79,Stayed,Competitor,Competitor made better offer
2364-UFROM,male,47,No,0,San Diego,92123,32.808814,-117.134694,0,900,Offer B,Yes,32.41,No,Yes,Cable,22.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70.4,-0.10398281961260143,-0.24831296685183654,0,972.3,3017.05,Stayed,Competitor,Competitor made better offer
2368-GAKKQ,female,28,No,0,Sylmar,91342,34.321621,-118.399841,0,2100,Offer A,Yes,17.32,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,2.4972285844697963,-0.24831296685183654,0,1212.4,9151.65,Stayed,Competitor,Competitor made better offer
2369-FEVNO,male,36,No,0,Long Beach,90806,33.802664,-118.179971,0,30,Offer A,Yes,7.76,No,No,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,19.9,-0.9975383224637749,-0.24831296685183654,0,7.76,27.66,Joined,Competitor,Competitor made better offer
2369-UAPKZ,male,43,No,0,Meadow Vista,95722,39.003358,-121.022539,0,150,Offer E,Yes,38.89,Yes,Yes,Fiber Optic,8.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,104.1,-0.7671825072239732,-0.24831296685183654,0,194.45,736.35,Churned,Other,Moved
2371-JQHZZ,male,54,Yes,0,Bakersfield,93307,35.280113,-118.962329,7,720,Offer E,Yes,46.91,Yes,Yes,Fiber Optic,20.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.0,-0.014267614175337564,-0.24831296685183654,40,1125.84,3413.89,Stayed,Other,Moved
2371-JUNGC,male,46,No,0,Cupertino,95014,37.306612,-122.080621,0,330,Offer D,Yes,28.62,No,No,Fiber Optic,20.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,20.25,-0.9145307959377085,-0.24831296685183654,0,314.82,522.82,Stayed,Other,Moved
2371-KFUOG,male,54,No,0,Escondido,92025,33.081478,-117.033814,0,1740,Offer B,Yes,32.67,No,Yes,Fiber Optic,14.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.15,1.5183046286336805,-0.24831296685183654,0,1894.86,7615.81,Stayed,Other,Moved
2372-HWUHI,male,45,No,0,Lakewood,90712,33.840524,-118.148403,0,60,Offer E,Yes,46.84,No,Yes,DSL,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.35,-0.9704648947531201,-0.24831296685183654,0,93.68,174.93,Churned,Other,Don't know
2373-NTKOD,male,40,No,0,Rancho Cordova,95670,38.602723,-121.279913,0,240,Offer E,Yes,25.72,No,Yes,Cable,24.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.25,-0.7651746164972661,-0.24831296685183654,0,205.76,752.21,Stayed,Other,Don't know
2378-HTWFW,male,78,No,0,Newman,95360,37.343846,-121.039391,0,1050,Offer E,Yes,26.19,Yes,Yes,Fiber Optic,19.0,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,91.0,0.39721759640005155,-0.24831296685183654,40,916.65,4137.15,Stayed,Other,Don't know
2378-VTKDH,male,76,Yes,0,Woodland,95695,38.71967,-121.862416,9,1950,Offer B,Yes,8.59,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.35,1.8967589335180752,-0.24831296685183654,0,558.35,7136.9,Stayed,Other,Don't know
2378-YIZKA,female,61,Yes,1,Weed,96094,41.465121,-122.380947,7,2040,Offer B,Yes,6.28,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.0,1.4683500725318692,-0.24831296685183654,130,427.04,6164.79,Stayed,Other,Don't know
2379-ENZGV,male,61,No,0,San Diego,92126,32.886925,-117.152162,0,180,Offer E,Yes,39.32,No,Yes,Fiber Optic,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,-0.7753023290638437,-0.24831296685183654,0,235.92,759.42,Churned,Competitor,Competitor made better offer
2379-GYFLQ,male,31,No,0,Oceanside,92056,33.194742,-117.29032,0,1380,Offer E,Yes,22.13,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,94.9,0.9455041531906486,2.798996253782741,0,1017.98,5416.85,Stayed,Competitor,Competitor made better offer
2380-DAMQP,female,63,Yes,0,La Palma,90623,33.850504,-118.039892,10,2160,Offer E,Yes,40.59,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,2.678357979805384,-0.24831296685183654,0,2922.48,11272.18,Stayed,Competitor,Competitor made better offer
2382-BCKQJ,female,41,No,0,Escondido,92027,33.141265,-116.967221,0,1860,Offer B,Yes,32.58,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,1.8239894432248887,-0.24831296685183654,0,2019.96,8433.61,Churned,Competitor,Competitor made better offer
2384-OVPSA,female,65,No,0,Caruthers,93609,36.5276,-119.865999,0,1140,Offer B,Yes,4.09,No,No,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,20.2,-0.6815713421731656,-0.24831296685183654,0,155.42,891.32,Stayed,Competitor,Competitor made better offer
2386-LAHRK,male,22,No,0,Weimar,95736,39.00978,-120.978273,0,30,Offer B,Yes,14.58,No,Yes,DSL,73.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,53.5,-0.9827108217127073,-0.24831296685183654,0,14.58,68.08,Churned,Dissatisfaction,Product dissatisfaction
2386-OWURY,female,20,No,0,Yucaipa,92399,34.04597,-117.011825,0,1740,Offer B,Yes,35.55,No,Yes,Fiber Optic,73.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,1.5609998874927817,-0.24831296685183654,0,2061.9,7879.6,Stayed,Dissatisfaction,Product dissatisfaction
2387-KDZQY,male,46,No,0,Weaverville,96093,40.759401,-122.939337,0,510,Offer B,Yes,31.6,No,No,Fiber Optic,73.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,20.1,-0.8829782273751686,-0.24831296685183654,0,537.2,816.7,Stayed,Dissatisfaction,Product dissatisfaction
2388-LAESQ,female,74,Yes,0,Manchester,95459,38.966713,-123.586412,3,2160,Offer A,Yes,28.72,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.85,2.664346874184955,-0.24831296685183654,0,2067.84,10385.79,Stayed,Dissatisfaction,Product dissatisfaction
2391-IPLOP,male,25,Yes,0,Corcoran,93212,36.04533,-119.532424,6,1500,Offer B,Yes,14.32,Yes,Yes,Cable,58.0,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,69.65,0.5126823455523393,-0.24831296685183654,0,716.0,4158.15,Stayed,Dissatisfaction,Product dissatisfaction
2391-SOORI,male,40,No,1,Big Bear City,92314,34.278967,-116.773825,0,120,Offer E,Yes,26.04,No,Yes,DSL,27.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.35,-0.9093897130880079,-0.24831296685183654,0,104.16,323.81,Churned,Dissatisfaction,Lack of self-service on Website
2393-DIVAI,female,40,No,0,Brea,92821,33.930199,-117.862898,0,90,Offer E,Yes,15.37,No,No,DSL,27.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,20.0,-0.9790922054579825,-0.24831296685183654,0,46.11,107.81,Joined,Dissatisfaction,Lack of self-service on Website
2397-BRLOM,male,67,Yes,0,San Rafael,94901,37.972662,-122.491452,2,240,Offer E,Yes,26.99,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,-0.7488467138844832,-0.24831296685183654,0,215.92,799.37,Churned,Other,Don't know
2398-YPMUR,female,77,Yes,0,Dinuba,93618,36.523619,-119.386868,2,390,Offer E,Yes,37.86,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,-0.6017632019698742,-0.24831296685183654,90,492.18,1498.93,Churned,Dissatisfaction,Poor expertise of online support
2400-FEQME,male,57,Yes,3,Grenada,96038,41.599978,-122.539381,1,1650,Offer B,Yes,40.94,No,No,Fiber Optic,19.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,-0.48649703541693123,0.4894699549214021,0,2251.7,3423.82,Stayed,Dissatisfaction,Poor expertise of online support
2400-XIWIO,female,30,Yes,0,Lucerne,95458,39.141934,-122.770679,2,2130,Offer B,Yes,22.33,Yes,Yes,Cable,71.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.1,1.7786464163745255,-0.24831296685183654,0,1585.43,7896.33,Stayed,Dissatisfaction,Poor expertise of online support
2402-TAIRZ,female,48,No,0,Los Angeles,90012,34.065875,-118.238728,0,1110,Offer B,Yes,9.61,No,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80.05,0.3259926374351013,-0.24831296685183654,0,355.57,3374.67,Stayed,Dissatisfaction,Poor expertise of online support
2403-BCASL,male,66,Yes,0,Santa Ana,92705,33.766004,-117.786763,1,1230,Offer B,Yes,45.04,Yes,Yes,Cable,29.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,0.994907090960947,-0.24831296685183654,0,1846.64,6381.54,Churned,Other,Don't know
2404-JIBFC,female,37,Yes,3,Anaheim,92804,33.818,-117.974404,1,1650,Offer B,Yes,8.39,Yes,Yes,DSL,52.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.1,1.0492083995150805,-0.24831296685183654,0,461.45,5119.4,Stayed,Other,Don't know
2405-LBMUW,female,25,Yes,1,Oceanside,92057,33.254497,-117.285879,1,1830,Offer B,No,8.39,Yes,Yes,DSL,59.0,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,50.7,0.3567288108670021,-0.24831296685183654,20,0.0,3108.75,Stayed,Other,Don't know
2408-PSJVE,male,41,Yes,3,Chino Hills,91709,33.942895,-117.725644,1,1320,Offer B,Yes,37.68,No,Yes,DSL,24.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-7.0,0.28404757950685783,-0.24831296685183654,0,1657.92,4581.97,Stayed,Other,Don't know
2408-TZMJL,male,43,Yes,0,Gualala,95445,38.848082,-123.50608,1,1770,Offer B,Yes,22.71,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.15,1.839169979708125,-0.24831296685183654,0,1339.89,7787.94,Churned,Dissatisfaction,Network reliability
2408-WITXK,female,67,No,0,San Jose,95110,37.34667,-121.910019,0,300,Offer D,No,22.71,Yes,Yes,DSL,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,-0.8607811057150881,-0.24831296685183654,0,0.0,329.8,Churned,Other,Deceased
2410-CIYFZ,male,42,No,2,Woodland,95776,38.694081,-121.694431,0,60,Offer D,Yes,49.53,No,No,DSL,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,20.4,-0.9873885451639369,-0.24831296685183654,0,99.06,141.96,Joined,Other,Deceased
2418-TPEUN,female,58,Yes,1,Topanga,90290,34.115192,-118.61017,2,1680,Offer B,Yes,48.56,No,No,DSL,4.0,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,19.8,-0.512114190732392,-0.24831296685183654,0,2719.36,3839.26,Stayed,Other,Deceased
2419-FSORS,male,29,Yes,0,Salinas,93906,36.722898,-121.633648,8,2160,Offer A,Yes,10.68,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4,2.4002540817898224,-0.24831296685183654,0,768.96,8488.46,Stayed,Other,Deceased
2424-WVHPL,male,79,No,0,Redondo Beach,90278,33.873395,-118.37019,0,30,Offer A,Yes,27.65,No,Yes,Fiber Optic,2.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,74.7,-0.9733553748102479,-0.24831296685183654,0,27.65,102.35,Joined,Other,Deceased
2428-HYUNX,male,74,Yes,0,San Francisco,94109,37.794487,-122.42227,4,1320,Offer A,Yes,1.89,No,No,Fiber Optic,2.0,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,19.35,-0.6324331812019934,-0.24831296685183654,0,83.16,930.41,Stayed,Other,Deceased
2428-ZMCTB,male,24,No,0,Mountain View,94040,37.380662,-122.086022,0,300,Offer D,Yes,20.29,No,No,Fiber Optic,2.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,19.75,-0.9144204722714059,-0.24831296685183654,0,202.9,411.15,Stayed,Other,Deceased
2429-AYKKO,male,52,No,0,Redding,96003,40.677649,-122.29467,0,2160,Offer A,Yes,3.43,No,No,Fiber Optic,2.0,No,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,19.85,-0.3734594069233006,-0.24831296685183654,0,246.96,1681.06,Stayed,Other,Deceased
2430-RRYUW,male,32,No,0,Tecate,91980,32.587557,-116.636816,0,1980,Offer A,Yes,11.56,No,Yes,DSL,30.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.8,0.5230748349180429,-0.24831296685183654,0,762.96,4228.66,Stayed,Other,Deceased
2430-USGXP,male,44,Yes,0,Santa Fe Springs,90670,33.933565,-118.062611,1,720,Offer A,Yes,34.62,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,0.049168493948649986,-0.24831296685183654,0,830.88,3222.68,Churned,Price,Lack of affordable download/upload speed
2432-TFSMK,male,43,No,0,Sebastopol,95472,38.398815,-122.861923,0,540,Offer A,Yes,34.78,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,89.6,-0.2856858980129623,-0.24831296685183654,0,626.04,2259.04,Stayed,Price,Lack of affordable download/upload speed
2433-KMEAS,male,62,No,0,Dublin,94568,37.713926,-121.928425,0,660,Offer D,Yes,7.28,Yes,Yes,DSL,7.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,-0.5088265454765749,-0.24831296685183654,0,160.16,1287.51,Churned,Other,Don't know
2434-EEVDB,female,45,Yes,0,California City,93505,35.151491,-117.927597,7,1920,Offer B,Yes,1.27,Yes,Yes,Fiber Optic,13.0,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,94.6,1.6188094886353375,-0.24831296685183654,0,81.28,6029.98,Stayed,Other,Don't know
2436-QBZFP,female,53,Yes,1,Yreka,96097,41.764869,-122.671316,4,660,Offer B,No,1.27,Yes,Yes,DSL,19.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39.2,-0.6312637503391859,-0.24831296685183654,50,0.0,899.9,Stayed,Other,Don't know
2439-LYPMQ,male,79,Yes,0,Milford,96121,40.181279,-120.392967,7,1140,Offer C,Yes,4.75,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,102.6,0.7629184854598671,5.548914416755722,0,180.5,4143.89,Stayed,Other,Don't know
2439-QKJUL,male,31,No,0,Saratoga,95070,37.257772,-122.051824,0,150,Offer C,Yes,7.83,No,No,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,20.25,-0.9578659320613646,-0.24831296685183654,0,39.15,148.95,Stayed,Other,Don't know
2446-BEGGB,female,79,No,0,Lakewood,90712,33.840524,-118.148403,0,180,Offer C,Yes,47.35,Yes,Yes,Fiber Optic,29.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,-0.7589302969845397,-0.24831296685183654,0,284.1,844.7,Churned,Attitude,Attitude of support person
2446-PLQVO,male,32,No,0,Santa Clarita,91350,34.502432,-118.41459,0,30,Offer E,Yes,5.67,No,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,-0.9752970713371734,-0.24831296685183654,0,5.67,75.97,Churned,Other,Don't know
2446-ZKVAF,male,19,Yes,0,Stockton,95207,38.002125,-121.324979,5,540,Offer E,Yes,1.28,Yes,Yes,DSL,30.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.8,-0.5320827743331602,-0.24831296685183654,0,23.04,1097.69,Stayed,Other,Don't know
2450-ZKEED,female,33,No,0,Mammoth Lakes,93546,37.550074,-118.837167,0,330,Offer D,Yes,7.42,No,Yes,DSL,17.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,53.8,-0.7187945471836585,-0.24831296685183654,0,81.62,733.17,Stayed,Other,Don't know
2451-YMUXS,male,79,No,0,Vista,92084,33.22784,-117.200024,0,2010,Offer A,Yes,28.88,Yes,Yes,DSL,11.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.55,0.8692263703090402,-0.24831296685183654,0,1934.96,6185.06,Stayed,Other,Don't know
2452-KDRRH,male,76,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,2010,Offer A,Yes,38.85,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,101.4,2.012598783135792,-0.24831296685183654,0,2602.95,9444.0,Stayed,Other,Don't know
2452-MRMZF,female,70,Yes,0,Inglewood,90303,33.936291,-118.332639,9,2160,Offer A,Yes,8.48,Yes,No,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,25.7,-0.15135580192293227,-0.24831296685183654,0,610.56,2547.96,Stayed,Other,Don't know
